m,TagName,
"2016-11-01 00:00:00","javascript","20454"
"2016-11-01 00:00:00","perl","367"
"2016-11-01 00:00:00","php","11913"
"2016-11-01 00:00:00","python","14139"
"2016-11-01 00:00:00","r","3551"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10656"
"2016-12-01 00:00:00","c++","5208"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13798"
"2016-12-01 00:00:00","javascript","19745"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11426"
"2016-12-01 00:00:00","python","12999"
"2016-12-01 00:00:00","r","3145"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3922"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2752"
"2017-01-01 00:00:00","c#","11666"
"2017-01-01 00:00:00","c++","5633"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14511"
"2017-01-01 00:00:00","javascript","21346"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12555"
"2017-01-01 00:00:00","python","14226"
"2017-01-01 00:00:00","r","3483"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2720"
"2017-02-01 00:00:00","c#","11453"
"2017-02-01 00:00:00","c++","5149"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14516"
"2017-02-01 00:00:00","javascript","21145"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12432"
"2017-02-01 00:00:00","python","14735"
"2017-02-01 00:00:00","r","3669"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4044"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2955"
"2017-03-01 00:00:00","c#","12958"
"2017-03-01 00:00:00","c++","6207"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17258"
"2017-03-01 00:00:00","javascript","23639"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13964"
"2017-03-01 00:00:00","python","17068"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4605"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2842"
"2017-04-01 00:00:00","c#","11065"
"2017-04-01 00:00:00","c++","5857"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15869"
"2017-04-01 00:00:00","javascript","21179"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12345"
"2017-04-01 00:00:00","python","15606"
"2017-04-01 00:00:00","r","4251"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3904"
"2017-05-01 00:00:00","assembly","346"
"2017-05-01 00:00:00","c","2738"
"2017-05-01 00:00:00","c#","11950"
"2017-05-01 00:00:00","c++","5287"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16293"
"2017-05-01 00:00:00","javascript","22337"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12988"
"2017-05-01 00:00:00","python","16139"
"2017-05-01 00:00:00","r","4307"
"2017-05-01 00:00:00","ruby","1516"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2340"
"2017-06-01 00:00:00","c#","11277"
"2017-06-01 00:00:00","c++","4664"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14584"
"2017-06-01 00:00:00","javascript","21532"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11692"
"2017-06-01 00:00:00","python","15971"
"2017-06-01 00:00:00","r","4440"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2036"
"2017-07-01 00:00:00","c#","11184"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14086"
"2017-07-01 00:00:00","javascript","21552"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11706"
"2017-07-01 00:00:00","python","16866"
"2017-07-01 00:00:00","r","4574"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10932"
"2017-08-01 00:00:00","c++","4776"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","605"
"2017-08-01 00:00:00","java","13716"
"2017-08-01 00:00:00","javascript","21288"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11588"
"2017-08-01 00:00:00","python","16451"
"2017-08-01 00:00:00","r","4558"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4170"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2095"
"2017-09-01 00:00:00","c#","9849"
"2017-09-01 00:00:00","c++","4457"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","542"
"2017-09-01 00:00:00","java","12722"
"2017-09-01 00:00:00","javascript","18925"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10644"
"2017-09-01 00:00:00","python","15412"
"2017-09-01 00:00:00","r","4216"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","330"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10196"
"2017-10-01 00:00:00","c++","5207"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13971"
"2017-10-01 00:00:00","javascript","19787"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10774"
"2017-10-01 00:00:00","python","16899"
"2017-10-01 00:00:00","r","4537"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2941"
"2017-11-01 00:00:00","c#","9762"
"2017-11-01 00:00:00","c++","5021"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14131"
"2017-11-01 00:00:00","javascript","19354"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10543"
"2017-11-01 00:00:00","python","16925"
"2017-11-01 00:00:00","r","4499"
"2017-11-01 00:00:00","ruby","1172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8572"
"2017-12-01 00:00:00","c++","4449"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11946"
"2017-12-01 00:00:00","javascript","16916"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9082"
"2017-12-01 00:00:00","python","14885"
"2017-12-01 00:00:00","r","3711"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2207"
"2018-01-01 00:00:00","c#","9352"
"2018-01-01 00:00:00","c++","4737"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12315"
"2018-01-01 00:00:00","javascript","18843"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10061"
"2018-01-01 00:00:00","python","16186"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2138"
"2018-02-01 00:00:00","c#","8559"
"2018-02-01 00:00:00","c++","4564"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12004"
"2018-02-01 00:00:00","javascript","17188"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9090"
"2018-02-01 00:00:00","python","16270"
"2018-02-01 00:00:00","r","4496"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9765"
"2018-03-01 00:00:00","c++","5166"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13522"
"2018-03-01 00:00:00","javascript","19092"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9800"
"2018-03-01 00:00:00","python","17862"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9206"
"2018-04-01 00:00:00","c++","4654"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13448"
"2018-04-01 00:00:00","javascript","17909"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8901"
"2018-04-01 00:00:00","python","16924"
"2018-04-01 00:00:00","r","4725"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3560"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2359"
"2018-05-01 00:00:00","c#","9898"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13431"
"2018-05-01 00:00:00","javascript","18023"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9425"
"2018-05-01 00:00:00","python","17539"
"2018-05-01 00:00:00","r","4726"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8764"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11757"
"2018-06-01 00:00:00","javascript","17142"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8399"
"2018-06-01 00:00:00","python","16771"
"2018-06-01 00:00:00","r","4476"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9379"
"2018-07-01 00:00:00","c++","3902"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11706"
"2018-07-01 00:00:00","javascript","17769"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8520"
"2018-07-01 00:00:00","python","17903"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3658"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9455"
"2018-08-01 00:00:00","c++","3890"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11273"
"2018-08-01 00:00:00","javascript","17810"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8465"
"2018-08-01 00:00:00","python","17705"
"2018-08-01 00:00:00","r","4099"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1828"
"2018-09-01 00:00:00","c#","8337"
"2018-09-01 00:00:00","c++","3731"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10682"
"2018-09-01 00:00:00","javascript","15964"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7647"
"2018-09-01 00:00:00","python","15986"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2437"
"2018-10-01 00:00:00","c#","9312"
"2018-10-01 00:00:00","c++","4292"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12461"
"2018-10-01 00:00:00","javascript","17352"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8113"
"2018-10-01 00:00:00","python","18104"
"2018-10-01 00:00:00","r","4348"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8448"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11663"
"2018-11-01 00:00:00","javascript","16132"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7056"
"2018-11-01 00:00:00","python","17974"
"2018-11-01 00:00:00","r","4217"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2973"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7520"
"2018-12-01 00:00:00","c++","3542"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10406"
"2018-12-01 00:00:00","javascript","14223"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6198"
"2018-12-01 00:00:00","python","15686"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8721"
"2019-01-01 00:00:00","c++","3896"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10988"
"2019-01-01 00:00:00","javascript","15982"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7137"
"2019-01-01 00:00:00","python","16910"
"2019-01-01 00:00:00","r","3938"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2046"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3718"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10952"
"2019-02-01 00:00:00","javascript","15636"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7247"
"2019-02-01 00:00:00","python","17486"
"2019-02-01 00:00:00","r","4238"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8931"
"2019-03-01 00:00:00","c++","4412"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11996"
"2019-03-01 00:00:00","javascript","17277"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7752"
"2019-03-01 00:00:00","python","19847"
"2019-03-01 00:00:00","r","4482"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2420"
"2019-04-01 00:00:00","c#","9077"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11123"
"2019-04-01 00:00:00","javascript","16112"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7153"
"2019-04-01 00:00:00","python","19777"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4114"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11037"
"2019-05-01 00:00:00","javascript","16085"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6928"
"2019-05-01 00:00:00","python","18855"
"2019-05-01 00:00:00","r","4294"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3092"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1721"
"2019-06-01 00:00:00","c#","7572"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9592"
"2019-06-01 00:00:00","javascript","14762"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5988"
"2019-06-01 00:00:00","python","17176"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3077"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10787"
"2019-07-01 00:00:00","javascript","16079"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6633"
"2019-07-01 00:00:00","python","19695"
"2019-07-01 00:00:00","r","4192"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7683"
"2019-08-01 00:00:00","c++","3275"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9051"
"2019-08-01 00:00:00","javascript","15166"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5817"
"2019-08-01 00:00:00","python","17990"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7818"
"2019-09-01 00:00:00","c++","3767"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9629"
"2019-09-01 00:00:00","javascript","14818"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5541"
"2019-09-01 00:00:00","python","16837"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8383"
"2019-10-01 00:00:00","c++","4820"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11156"
"2019-10-01 00:00:00","javascript","15923"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6036"
"2019-10-01 00:00:00","python","20385"
"2019-10-01 00:00:00","r","4375"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3102"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2502"
"2019-11-01 00:00:00","c#","7996"
"2019-11-01 00:00:00","c++","4710"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","601"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15688"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6084"
"2019-11-01 00:00:00","python","20538"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7180"
"2019-12-01 00:00:00","c++","4180"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8977"
"2019-12-01 00:00:00","javascript","14251"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5222"
"2019-12-01 00:00:00","python","18042"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2654"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4210"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9892"
"2020-01-01 00:00:00","javascript","15963"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5886"
"2020-01-01 00:00:00","python","19902"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7683"
"2020-02-01 00:00:00","c++","4061"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","658"
"2020-02-01 00:00:00","java","9995"
"2020-02-01 00:00:00","javascript","15683"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5648"
"2020-02-01 00:00:00","python","19961"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2751"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4625"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11020"
"2020-03-01 00:00:00","javascript","17497"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5652"
"2020-03-01 00:00:00","python","22583"
"2020-03-01 00:00:00","r","5112"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3237"
"2020-04-01 00:00:00","c#","8556"
"2020-04-01 00:00:00","c++","6184"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12556"
"2020-04-01 00:00:00","javascript","20805"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6599"
"2020-04-01 00:00:00","python","27517"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3356"
"2020-05-01 00:00:00","c#","8563"
"2020-05-01 00:00:00","c++","6377"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11966"
"2020-05-01 00:00:00","javascript","21413"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6495"
"2020-05-01 00:00:00","python","29339"
"2020-05-01 00:00:00","r","6007"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3502"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7871"
"2020-06-01 00:00:00","c++","5601"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10779"
"2020-06-01 00:00:00","javascript","19718"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5907"
"2020-06-01 00:00:00","python","27018"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3146"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7777"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10401"
"2020-07-01 00:00:00","javascript","19799"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5928"
"2020-07-01 00:00:00","python","26206"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7043"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9268"
"2020-08-01 00:00:00","javascript","17958"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4975"
"2020-08-01 00:00:00","python","22945"
"2020-08-01 00:00:00","r","4489"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2142"
"2020-09-01 00:00:00","c#","6433"
"2020-09-01 00:00:00","c++","3904"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8902"
"2020-09-01 00:00:00","javascript","16707"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4758"
"2020-09-01 00:00:00","python","21651"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2361"
"2020-10-01 00:00:00","c#","6168"
"2020-10-01 00:00:00","c++","4308"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8895"
"2020-10-01 00:00:00","javascript","16355"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4569"
"2020-10-01 00:00:00","python","22708"
"2020-10-01 00:00:00","r","5062"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2685"
"2020-11-01 00:00:00","c#","5959"
"2020-11-01 00:00:00","c++","4296"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8440"
"2020-11-01 00:00:00","javascript","15446"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4602"
"2020-11-01 00:00:00","python","22066"
"2020-11-01 00:00:00","r","4800"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2152"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2633"
